Questions	Answers
I'm back on the computer	\n **I'm back on the computer** \n Hey there! 
I'm here in the flesh	\n **I'm here in the flesh** \n Hey there! 
Sup I'm back	\n **Sup I'm back** \n Hey there! 
Tada! Here I am!	\n **Tada! Here I am!** \n Hey there! 
Tada! I'm back	\n **Tada! I'm back** \n Hey there! 
Tada! I'm here	\n **Tada! I'm here** \n Hey there! 
Yo I'm back	\n **Yo I'm back** \n Hey there! 
You better believe I'm here	\n **You better believe I'm here** \n Hey there! 
Your boy is back	\n **Your boy is back** \n Hey there! 
Your girl is back	\n **Your girl is back** \n Hey there! 
Hangry	\n **Hangry** \n Sounds like it's time for a snack. 
Hunger	\n **Hunger** \n Sounds like it's time for a snack. 
Hungry	\n **Hungry** \n Sounds like it's time for a snack. 
I am a little hungry	\n **I am a little hungry** \n Sounds like it's time for a snack. 
I am famished	\n **I am famished** \n Sounds like it's time for a snack. 
I am feeling peckish	\n **I am feeling peckish** \n Sounds like it's time for a snack. 
I am hangry	\n **I am hangry** \n Sounds like it's time for a snack. 
I am hungry	\n **I am hungry** \n Sounds like it's time for a snack. 
I am so hungry	\n **I am so hungry** \n Sounds like it's time for a snack. 
I am so hungry I could eat a horse	\n **I am so hungry I could eat a horse** \n Sounds like it's time for a snack. 
I am starving	\n **I am starving** \n Sounds like it's time for a snack. 
I am super hungry	\n **I am super hungry** \n Sounds like it's time for a snack. 
I am very hungry	\n **I am very hungry** \n Sounds like it's time for a snack. 
I could eat	\n **I could eat** \n Sounds like it's time for a snack. 
I feel a little peckish	\n **I feel a little peckish** \n Sounds like it's time for a snack. 
I feel hungry	\n **I feel hungry** \n Sounds like it's time for a snack. 
I feel peckish	\n **I feel peckish** \n Sounds like it's time for a snack. 
I have hunger	\n **I have hunger** \n Sounds like it's time for a snack. 
I have the munchies	\n **I have the munchies** \n Sounds like it's time for a snack. 
I'm a little hungry	\n **I'm a little hungry** \n Sounds like it's time for a snack. 
I'm famished	\n **I'm famished** \n Sounds like it's time for a snack. 
I'm feeling a little hungry	\n **I'm feeling a little hungry** \n Sounds like it's time for a snack. 
I'm feeling hungry	\n **I'm feeling hungry** \n Sounds like it's time for a snack. 
I'm feeling peckish	\n **I'm feeling peckish** \n Sounds like it's time for a snack. 
I'm hangry	\n **I'm hangry** \n Sounds like it's time for a snack. 
I'm hungry	\n **I'm hungry** \n Sounds like it's time for a snack. 
I'm so hungry	\n **I'm so hungry** \n Sounds like it's time for a snack. 
I'm so hungry I could eat a horse	\n **I'm so hungry I could eat a horse** \n Sounds like it's time for a snack. 
I'm starving	\n **I'm starving** \n Sounds like it's time for a snack. 
I'm super hungry	\n **I'm super hungry** \n Sounds like it's time for a snack. 
I'm very hunger	\n **I'm very hunger** \n Sounds like it's time for a snack. 
Me hungry	\n **Me hungry** \n Sounds like it's time for a snack. 
Me want food	\n **Me want food** \n Sounds like it's time for a snack. 
I am a bartender	\n **I am a bartender** \n Okay. 
I am a baseball fan	\n **I am a baseball fan** \n Okay. 
I am a basketball fan	\n **I am a basketball fan** \n Okay. 
I am a Bernie supporter	\n **I am a Bernie supporter** \n Okay. 
I am a Biden supporter	\n **I am a Biden supporter** \n Okay. 
I am a blogger	\n **I am a blogger** \n Okay. 
I am a Buddhist	\n **I am a Buddhist** \n Okay. 
I am a carnivore	\n **I am a carnivore** \n Okay. 
I am a chef	\n **I am a chef** \n Okay. 
I am a child of god	\n **I am a child of god** \n Okay. 
I am a Christian	\n **I am a Christian** \n Okay. 
I am a convict	\n **I am a convict** \n Okay. 
I am a cook	\n **I am a cook** \n Okay. 
I am a cop	\n **I am a cop** \n Okay. 
I am a CPA	\n **I am a CPA** \n Okay. 
I am a Democrat 	\n **I am a Democrat ** \n Okay. 
I am a game designer	\n **I am a game designer** \n Okay. 
I am a Hoosier	\n **I am a Hoosier** \n Okay. 
I am a journalist	\n **I am a journalist** \n Okay. 
I am a lawyer	\n **I am a lawyer** \n Okay. 
I am a lesbian	\n **I am a lesbian** \n Okay. 
I am a Libra	\n **I am a Libra** \n Okay. 
I am a pagan	\n **I am a pagan** \n Okay. 
I am a Pisces	\n **I am a Pisces** \n Okay. 
I am a Republican 	\n **I am a Republican ** \n Okay. 
I am a salesman	\n **I am a salesman** \n Okay. 
I am a scientist	\n **I am a scientist** \n Okay. 
I am a soccer fan	\n **I am a soccer fan** \n Okay. 
I am a student	\n **I am a student** \n Okay. 
I am a Taurus	\n **I am a Taurus** \n Okay. 
I am a teacher	\n **I am a teacher** \n Okay. 
I am a tech journalist	\n **I am a tech journalist** \n Okay. 
I am a tech worker	\n **I am a tech worker** \n Okay. 
I am a Trump supporter	\n **I am a Trump supporter** \n Okay. 
I am a vegan	\n **I am a vegan** \n Okay. 
I am a vegitarian	\n **I am a vegitarian** \n Okay. 
I am a Virgo	\n **I am a Virgo** \n Okay. 
I am a Warren supporter	\n **I am a Warren supporter** \n Okay. 
I am a widow	\n **I am a widow** \n Okay. 
I am a widower	\n **I am a widower** \n Okay. 
I am a writer	\n **I am a writer** \n Okay. 
I am African American	\n **I am African American** \n Okay. 
I am American	\n **I am American** \n Okay. 
I am an activisit	\n **I am an activisit** \n Okay. 
I am an Aquarius	\n **I am an Aquarius** \n Okay. 
I am an Aries	\n **I am an Aries** \n Okay. 
I am an artist	\n **I am an artist** \n Okay. 
I am an atheist	\n **I am an atheist** \n Okay. 
I am an educator	\n **I am an educator** \n Okay. 
I am an engineer	\n **I am an engineer** \n Okay. 
I am an Independent	\n **I am an Independent** \n Okay. 
I am an only child	\n **I am an only child** \n Okay. 
I am at the gym	\n **I am at the gym** \n Okay. 
I am at work	\n **I am at work** \n Okay. 
I am athletic	\n **I am athletic** \n Okay. 
I am bipolar	\n **I am bipolar** \n Okay. 
I am bisexual	\n **I am bisexual** \n Okay. 
I am black	\n **I am black** \n Okay. 
I am Canadian	\n **I am Canadian** \n Okay. 
I am competitive	\n **I am competitive** \n Okay. 
I am conservative	\n **I am conservative** \n Okay. 
I am currently travelling	\n **I am currently travelling** \n Okay. 
I am divorced	\n **I am divorced** \n Okay. 
I am doing that	\n **I am doing that** \n Okay. 
I am engaged	\n **I am engaged** \n Okay. 
I am fat	\n **I am fat** \n Okay. 
I am gay	\n **I am gay** \n Okay. 
I am handsome	\n **I am handsome** \n Okay. 
I am in a relationship	\n **I am in a relationship** \n Okay. 
I am in Seattle	\n **I am in Seattle** \n Okay. 
I am in the city	\n **I am in the city** \n Okay. 
I am in the country	\n **I am in the country** \n Okay. 
I am Indian	\n **I am Indian** \n Okay. 
I am Jewish	\n **I am Jewish** \n Okay. 
I am liberal	\n **I am liberal** \n Okay. 
I am married	\n **I am married** \n Okay. 
I am middle-aged	\n **I am middle-aged** \n Okay. 
I am Native American	\n **I am Native American** \n Okay. 
I am nonbinary	\n **I am nonbinary** \n Okay. 
I am old	\n **I am old** \n Okay. 
I am on a buisness trip	\n **I am on a buisness trip** \n Okay. 
I am overweight	\n **I am overweight** \n Okay. 
I am pregnant	\n **I am pregnant** \n Okay. 
I am religious	\n **I am religious** \n Okay. 
I am self-employed	\n **I am self-employed** \n Okay. 
I am short	\n **I am short** \n Okay. 
I am sick	\n **I am sick** \n Okay. 
I am skinny	\n **I am skinny** \n Okay. 
I am straight	\n **I am straight** \n Okay. 
I am strong	\n **I am strong** \n Okay. 
I am tall	\n **I am tall** \n Okay. 
I am trans	\n **I am trans** \n Okay. 
I am underweight	\n **I am underweight** \n Okay. 
I am weak	\n **I am weak** \n Okay. 
I am white	\n **I am white** \n Okay. 
I am young	\n **I am young** \n Okay. 
I dropped out of college	\n **I dropped out of college** \n Okay. 
I have a big family	\n **I have a big family** \n Okay. 
I have a brother	\n **I have a brother** \n Okay. 
I have a cold	\n **I have a cold** \n Okay. 
I have a fever	\n **I have a fever** \n Okay. 
I have a sister	\n **I have a sister** \n Okay. 
I have brothers	\n **I have brothers** \n Okay. 
I have duel citizenship	\n **I have duel citizenship** \n Okay. 
I have sisters	\n **I have sisters** \n Okay. 
I have the flu	\n **I have the flu** \n Okay. 
I voted for Hillary	\n **I voted for Hillary** \n Okay. 
I voted for Trump	\n **I voted for Trump** \n Okay. 
I went to college	\n **I went to college** \n Okay. 
I work at a bank	\n **I work at a bank** \n Okay. 
I work at Amazon	\n **I work at Amazon** \n Okay. 
I work at Apple	\n **I work at Apple** \n Okay. 
I work at Google	\n **I work at Google** \n Okay. 
I work at Microsoft	\n **I work at Microsoft** \n Okay. 
I work for the FBI	\n **I work for the FBI** \n Okay. 
I work for the government	\n **I work for the government** \n Okay. 
I work from home	\n **I work from home** \n Okay. 
I work in I.T.	\n **I work in I.T.** \n Okay. 
I work remotely	\n **I work remotely** \n Okay. 
I'm a bartender	\n **I'm a bartender** \n Okay. 
I'm a baseball fan	\n **I'm a baseball fan** \n Okay. 
I'm a basketball fan	\n **I'm a basketball fan** \n Okay. 
I'm a Bernie supporter	\n **I'm a Bernie supporter** \n Okay. 
I'm a Biden supporter	\n **I'm a Biden supporter** \n Okay. 
I'm a blogger	\n **I'm a blogger** \n Okay. 
I'm a Buddhist	\n **I'm a Buddhist** \n Okay. 
I'm a carnivore	\n **I'm a carnivore** \n Okay. 
I'm a chef	\n **I'm a chef** \n Okay. 
I'm a child of god	\n **I'm a child of god** \n Okay. 
I'm a Christian	\n **I'm a Christian** \n Okay. 
I'm a convict	\n **I'm a convict** \n Okay. 
I'm a cook	\n **I'm a cook** \n Okay. 
I'm a cop	\n **I'm a cop** \n Okay. 
I'm a CPA	\n **I'm a CPA** \n Okay. 
I'm a Democrat 	\n **I'm a Democrat ** \n Okay. 
I'm a diver	\n **I'm a diver** \n Okay. 
I'm a game designer	\n **I'm a game designer** \n Okay. 
I'm a Hoosier	\n **I'm a Hoosier** \n Okay. 
I'm a journalist	\n **I'm a journalist** \n Okay. 
I'm a lawyer	\n **I'm a lawyer** \n Okay. 
I'm a lesbian	\n **I'm a lesbian** \n Okay. 
I'm a Libra	\n **I'm a Libra** \n Okay. 
I'm a pagan	\n **I'm a pagan** \n Okay. 
I'm a Pisces	\n **I'm a Pisces** \n Okay. 
I'm a Republican 	\n **I'm a Republican ** \n Okay. 
I'm a salesman	\n **I'm a salesman** \n Okay. 
I'm a scientist	\n **I'm a scientist** \n Okay. 
I'm a soccer fan	\n **I'm a soccer fan** \n Okay. 
I'm a student	\n **I'm a student** \n Okay. 
I'm a Taurus	\n **I'm a Taurus** \n Okay. 
I'm a teacher	\n **I'm a teacher** \n Okay. 
I'm a tech journalist	\n **I'm a tech journalist** \n Okay. 
I'm a tech worker	\n **I'm a tech worker** \n Okay. 
I'm a Trump supporter	\n **I'm a Trump supporter** \n Okay. 
I'm a vegan	\n **I'm a vegan** \n Okay. 
I'm a vegitarian	\n **I'm a vegitarian** \n Okay. 
I'm a Virgo	\n **I'm a Virgo** \n Okay. 
I'm a Warren supporter	\n **I'm a Warren supporter** \n Okay. 
I'm a widow	\n **I'm a widow** \n Okay. 
I'm a widower	\n **I'm a widower** \n Okay. 
I'm a writer	\n **I'm a writer** \n Okay. 
I'm African American	\n **I'm African American** \n Okay. 
I'm American	\n **I'm American** \n Okay. 
I'm an activisit	\n **I'm an activisit** \n Okay. 
I'm an Aquarius	\n **I'm an Aquarius** \n Okay. 
I'm an Aries	\n **I'm an Aries** \n Okay. 
I'm an artist	\n **I'm an artist** \n Okay. 
I'm an atheist	\n **I'm an atheist** \n Okay. 
I'm an educator	\n **I'm an educator** \n Okay. 
I'm an engineer	\n **I'm an engineer** \n Okay. 
I'm an Independent	\n **I'm an Independent** \n Okay. 
I'm an only child	\n **I'm an only child** \n Okay. 
I'm at the gym	\n **I'm at the gym** \n Okay. 
I'm at work	\n **I'm at work** \n Okay. 
I'm athletic	\n **I'm athletic** \n Okay. 
I'm bipolar	\n **I'm bipolar** \n Okay. 
I'm bisexual	\n **I'm bisexual** \n Okay. 
I'm black	\n **I'm black** \n Okay. 
I'm Canadian	\n **I'm Canadian** \n Okay. 
I'm competitive	\n **I'm competitive** \n Okay. 
